Date,Region,Temperature,Humidity,Wind,Visibility,Pressure,Sales
24-08-2020,Reg1,25.01645683,0.43874982,12.49235944,6.474528235,1018.586579,646.77
23-08-2020,Reg1,23.5083493,0.676723301,8.081239454,5.070248118,1010.214025,2686.92
22-08-2020,Reg1,18.29992309,0.58177799,12.02091642,13.40778205,1017.613746,903.22
21-08-2020,Reg1,16.38192367,0.807429016,7.30297336,4.72734566,1016.610289,1251.21
20-08-2020,Reg1,22.36153797,0.692876279,13.81846366,13.57920353,1008.763819,2991.21
19-08-2020,Reg1,17.99828245,0.421622485,15.73325772,3.424363391,1025.737135,52.68
18-08-2020,Reg1,20.34390781,0.807606339,4.894171984,9.320160121,1008.630661,3156.84
17-08-2020,Reg1,18.62427949,0.402928799,26.14918318,15.33001496,1015.19925,1255.78
16-08-2020,Reg1,17.39602401,0.415479898,12.01415046,6.519659859,1023.842673,236.25
15-08-2020,Reg1,22.88469227,0.721737623,8.541121066,10.53972542,1011.454173,2649.75
14-08-2020,Reg1,22.19583503,0.463329166,16.31947466,5.868371087,1020.631226,504.6
13-08-2020,Reg1,24.56227766,0.678370774,10.03312307,8.114818531,1008.833173,2974.85
12-08-2020,Reg1,20.98149452,0.512421727,26.4252602,8.999094152,1008.585693,2354.35
11-08-2020,Reg1,14.04227343,0.421073526,27.30379208,14.76321627,1015.066966,1732.3
10-08-2020,Reg1,14.77547314,0.381214201,30.28187029,15.765027,1015.505545,1363.87
09-08-2020,Reg1,13.10768195,0.439921767,14.72860269,7.820177066,1025.799255,209.4
08-08-2020,Reg1,21.65271338,0.757374525,10.91327151,11.68031469,1009.430046,2662.21
07-08-2020,Reg1,18.47811712,0.45785597,16.26868858,3.835640547,1024.611248,128.83
06-08-2020,Reg1,20.91015731,0.819314241,5.144417804,8.734514207,1008.086989,3297.64
05-08-2020,Reg1,19.19013899,0.431299418,26.87564035,14.78811208,1014.485311,1438.93
04-08-2020,Reg1,18.32457414,0.443542749,13.40794472,6.191647094,1023.087758,456.56
03-08-2020,Reg1,23.63777471,0.73056072,8.74693049,10.23233424,1009.830954,3206.86
02-08-2020,Reg1,21.10535321,0.504433692,18.63913778,10.21591201,1016.433473,992.65
01-08-2020,Reg1,19.49448021,0.724140167,11.40251954,7.171329606,1009.945401,2746.34
31-07-2020,Reg1,12.68604953,0.635731936,19.55470499,8.777980864,1011.598619,2630.97
30-07-2020,Reg1,6.949191114,0.673750758,28.59393139,16.00725514,1012.870388,2779.85
29-07-2020,Reg1,4.237052368,0.781491518,15.41378475,13.14878526,1021.288284,311.21
28-07-2020,Reg1,8.632359781,0.905104518,7.856126922,2.30481699,1020.556008,2030.65
27-07-2020,Reg1,2.427508402,0.906575739,9.721748128,14.63139125,1018.396665,3451.9
26-07-2020,Reg1,-0.07573839,0.727989912,14.73662079,15.43898725,1020.678813,1808.11
25-07-2020,Reg1,-0.072270685,0.752107322,9.316664982,15.69190379,1022.517642,2869.62
24-07-2020,Reg1,0.043600322,0.693417907,15.96900539,14.32102041,1020.230753,2270.82
23-07-2020,Reg1,0.13063511,0.714576602,12.63460633,14.31954449,1021.072674,1833.09
22-07-2020,Reg1,-1.095725551,0.724623322,7.265832421,14.79184218,1023.959116,2083.9
21-07-2020,Reg1,0.938041856,0.634863794,19.48492741,15.28990127,1019.093266,2196.89
20-07-2020,Reg1,2.302126502,0.644709289,20.75665943,15.49947399,1018.66479,2433.83
19-07-2020,Reg1,3.686425015,0.629858911,17.52919697,15.8795575,1018.928237,1481.23
18-07-2020,Reg1,3.063097279,0.867003381,7.01806758,9.902032751,1022.876389,61.47
17-07-2020,Reg1,6.520818288,0.96343863,3.726265468,13.33267431,1017.202297,3364.77
16-07-2020,Reg1,4.466014699,0.67083931,17.32845416,15.57424393,1017.358157,1948.43
15-07-2020,Reg1,3.525801302,0.913528919,6.340439778,9.624498695,1020.616444,360.72
14-07-2020,Reg1,7.848779937,0.978353918,5.465579174,14.68755003,1014.242072,3319.16
13-07-2020,Reg1,4.17180985,0.929601312,5.17970907,9.291348046,1020.376635,478.05
12-07-2020,Reg1,7.558723456,0.989052236,1.299895528,8.802393013,1015.804792,3263.92
11-07-2020,Reg1,6.036940111,0.864614666,7.257124496,11.874872,1020.35044,1826.81
10-07-2020,Reg1,7.506060336,0.938477337,2.727129721,3.929669881,1018.952998,904.53
09-07-2020,Reg1,7.291472883,0.933275402,3.148261207,13.59405676,1016.966105,2909.78
08-07-2020,Reg1,3.97675928,0.773702502,10.17724533,14.95660188,1020.480417,934.84
07-07-2020,Reg1,8.042691775,0.942526579,4.072672163,11.1832661,1020.395969,1826.2
06-07-2020,Reg1,12.72603943,0.985309422,1.013299923,4.329628864,1017.869709,2156.62
05-07-2020,Reg1,16.26788861,0.976287544,0.518589284,5.058726263,1011.595127,2669.68
04-07-2020,Reg1,19.7169284,0.689293563,7.644744693,13.58446521,1013.765073,1778.79
03-07-2020,Reg1,-2.159742444,0.98492521,6.041836522,13.58325607,1019.711406,284.18
02-07-2020,Reg1,0.229850096,0.992850065,5.141017698,11.85489817,1014.446954,3361.6
01-07-2020,Reg1,-2.965213898,0.982422054,5.677721634,13.61606502,1021.397742,1305.55
30-06-2020,Reg1,-0.096088389,0.997958064,2.238865285,3.632118803,1018.158228,2673.8
29-06-2020,Reg1,0.712135153,0.996884406,2.280220796,5.442893496,1017.793681,2950.64
28-06-2020,Reg1,-0.745055064,0.987807453,4.236851099,5.88381449,1021.303502,1538.04
27-06-2020,Reg1,-0.281528727,0.990219891,3.197971882,4.684651029,1017.495432,3283.75
26-06-2020,Reg1,-1.505573292,0.871798396,10.92545899,15.50137215,1019.907869,2158.77
25-06-2020,Reg1,-0.842413863,0.979963005,4.609396556,9.461381894,1023.180064,1525.35
24-06-2020,Reg1,0.890086352,0.998043656,0.875816899,1.37492321,1015.911506,2601.43
23-06-2020,Reg1,3.012067751,0.968078136,10.65080824,13.39082338,1012.464053,3257.81
22-06-2020,Reg1,-2.478734483,0.955367029,6.84623448,12.79109195,1022.391469,280.13
21-06-2020,Reg1,0.576517546,0.976522684,8.602571314,11.86349553,1016.418317,3458.44
20-06-2020,Reg1,-2.203374815,0.869279742,11.69074503,15.25164447,1019.898014,2055.97
19-06-2020,Reg1,-1.726165301,0.980623126,5.299722306,9.569712186,1020.651308,1323.75
18-06-2020,Reg1,0.573642202,0.989544153,4.475507442,9.901611471,1016.850348,3380.66
17-06-2020,Reg1,-2.573698081,0.951232553,7.017886323,11.88755838,1020.73875,1863.24
16-06-2020,Reg1,-0.660132172,0.988454282,5.7211566,8.720082259,1017.763244,3176.98
15-06-2020,Reg1,-0.270143249,0.980927587,6.510792854,10.85651717,1018.586579,3018.61
14-06-2020,Reg1,-1.231118723,0.992183864,3.755550768,3.665002848,1019.66282,2590.15
13-06-2020,Reg1,0.578103308,0.986960173,4.772669685,12.49559257,1019.104991,3405.2
12-06-2020,Reg1,-2.035983099,0.916672945,5.927210554,10.0273006,1024.061402,1389.82
11-06-2020,Reg1,0.802242125,0.944939017,3.859527558,5.647930023,1018.80643,3391.75
10-06-2020,Reg1,1.017898404,0.849975049,17.442112,9.283552933,1021.341547,3157.24
09-06-2020,Reg1,-0.10725863,0.989062726,1.63330777,2.432880011,1019.288793,2449.8
08-06-2020,Reg1,-0.872931504,0.894469976,11.32705212,13.69717815,1019.03626,3201.9
07-06-2020,Reg1,-3.407547685,0.732713223,14.61979834,15.41509042,1020.962094,2843.1
06-06-2020,Reg1,-4.630920785,0.804222286,15.88165402,15.59348269,1022.118043,2639.29
05-06-2020,Reg1,-2.910586052,0.853924274,14.93075082,16.00417087,1024.444598,2258.48
04-06-2020,Reg1,-1.06246502,0.800189734,9.980848877,13.02475918,1023.062997,1707.01
03-06-2020,Reg1,0.028404968,0.841874063,3.407717332,13.70150802,1024.072004,3186.02
02-06-2020,Reg1,-2.317820108,0.783184767,14.18241822,8.310808581,1019.477709,2988.66
31-05-2020,Reg1,-1.403674284,0.873291194,10.55693353,12.78999701,1020.980493,2369.06
30-05-2020,Reg1,-0.190930572,0.872940958,11.01284272,13.40547029,1018.511986,3066.73
29-05-2020,Reg1,-1.912036112,0.878680587,11.54771507,13.76018105,1021.671542,2343.3
28-05-2020,Reg1,1.091053176,0.809001982,17.35836101,15.06253116,1016.219422,3182.8
27-05-2020,Reg1,-1.964526307,0.862737119,8.502820275,13.13069134,1022.394463,1528.16
26-05-2020,Reg1,1.608918538,0.94445014,10.01756165,14.10877414,1016.437963,2969.45
25-05-2020,Reg1,-1.40444141,0.970942259,4.175935582,6.612722361,1023.127237,1024.69
24-05-2020,Reg1,0.910296539,0.974008143,3.114796302,10.52893144,1019.829408,3288.67
23-05-2020,Reg1,-1.687051064,0.746117294,12.43231642,15.37265729,1022.6029,2018.37
22-05-2020,Reg1,-0.234616293,0.902307749,6.023996311,9.03467741,1022.503421,1821.93
21-05-2020,Reg1,0.329659284,0.986800194,3.086458912,3.334461926,1018.992727,3225.27
20-05-2020,Reg1,1.76620516,0.88656342,13.31824034,14.78043596,1017.73337,3483.71
19-05-2020,Reg1,-0.558742742,0.77004385,12.31980607,15.1051495,1020.980368,2810.02
18-05-2020,Reg1,0.53420603,0.801157832,10.03258739,13.87319052,1019.700367,2944.34
17-05-2020,Reg1,3.245704584,0.924491048,12.3432914,10.70083562,1019.261538,3205.52
16-05-2020,Reg1,11.94287167,0.441547245,12.75872948,4.95026738,1027.932964,63.11
15-05-2020,Reg1,18.0173999,0.853169799,4.36702374,8.568746895,1009.185184,3255.3
14-05-2020,Reg1,15.76388119,0.443723261,23.36255564,15.52818434,1016.452121,1436.15
13-05-2020,Reg1,15.04298862,0.568010867,6.76952776,4.979833248,1024.616175,532.98
12-05-2020,Reg1,20.27799014,0.891164482,2.209246968,6.184401852,1010.435436,3118.48
11-05-2020,Reg1,23.14370866,0.52513057,22.57390988,12.49714526,1012.593968,2274.03
10-05-2020,Reg1,20.94280708,0.509535015,14.14781297,7.626469028,1019.231164,878.03
09-05-2020,Reg1,22.19551494,0.762444079,10.3943193,10.63616583,1010.103881,3087.09
08-05-2020,Reg1,17.91325102,0.569349766,13.05697593,4.185775772,1020.355305,499.62
07-05-2020,Reg1,17.98342559,0.842615068,7.905458196,12.62229987,1009.699667,3171.96
06-05-2020,Reg1,15.05236338,0.537740171,24.79708743,9.767400789,1016.506694,1451.95
05-05-2020,Reg1,14.87413991,0.654438376,15.58194039,7.446074003,1016.849599,1921.23
04-05-2020,Reg1,18.04215765,0.593635559,24.64928296,15.58126558,1008.34395,2384.2
03-05-2020,Reg1,12.18175145,0.484423786,13.64260486,4.771169302,1026.653025,126.06
02-05-2020,Reg1,18.86302314,0.845085621,6.665752446,11.21138723,1008.822945,3187.53
01-05-2020,Reg1,15.97052696,0.459776878,20.60310803,14.15135122,1019.420891,1390.8
30-04-2020,Reg1,20.4548302,0.609079301,7.988623548,6.001269948,1019.739223,2036.31
29-04-2020,Reg1,18.97268723,0.820064604,2.205684159,3.435550813,1012.249691,2285
28-04-2020,Reg1,18.10697522,0.749006987,14.41261688,11.48381795,1007.041621,3207.32
27-04-2020,Reg1,12.11076744,0.505829453,26.72461607,13.3226682,1016.236761,1789.07
26-04-2020,Reg1,15.22085152,0.514339328,29.76343092,15.07004414,1011.909654,2560.29
25-04-2020,Reg1,11.64669841,0.569469631,17.81691056,8.757003248,1019.98215,650.14
24-04-2020,Reg1,14.42258038,0.751117349,11.42028173,13.04517925,1012.838517,3206.38
23-04-2020,Reg1,12.25998728,0.517125666,16.18047897,9.323479497,1021.096312,1371.01
22-04-2020,Reg1,13.2064959,0.923978329,5.552773083,13.32204636,1011.155549,2589.32
21-04-2020,Reg1,6.846101865,0.750550985,7.087238595,9.613132781,1022.424836,688.36
20-04-2020,Reg1,13.15633283,0.879238129,11.40462992,14.12552937,1008.465383,2974.32
19-04-2020,Reg1,5.79251752,0.729480267,11.19208118,12.80732417,1020.754342,1217.85
18-04-2020,Reg1,10.8618529,0.794832647,17.61396223,15.7552061,1010.90601,2931.94
17-04-2020,Reg1,4.995937003,0.781743646,7.438879607,13.17630374,1023.377026,229.36
16-04-2020,Reg1,10.45954029,0.902654827,6.175245139,15.12331731,1013.223522,2543.61
15-04-2020,Reg1,3.553403127,0.817838132,7.493095768,12.48279104,1023.560204,288.7
14-04-2020,Reg1,10.36046512,0.900249362,6.730906797,15.40588945,1014.089579,3090.22
13-04-2020,Reg1,4.381003504,0.670514762,6.435702219,12.43503674,1026.945973,931.08
12-04-2020,Reg1,15.40950201,0.921191871,1.139990987,7.489271963,1016.171897,2197.71
11-04-2020,Reg1,13.57273702,0.928544044,0.833971853,4.288793045,1015.262805,1300.25
10-04-2020,Reg1,12.12279863,0.919333935,5.066744858,11.87734019,1012.299648,3349.86
09-04-2020,Reg1,6.328972355,0.532504618,21.58328058,16.00195987,1018.882146,2294.37
08-04-2020,Reg1,4.387387024,0.698896408,8.920208885,7.246027577,1022.590738,545.52
07-04-2020,Reg1,5.779873735,0.834329545,2.489658205,15.97903996,1022.81165,3260.14
06-04-2020,Reg1,6.801724443,0.714360774,19.13983589,16.06324407,1018.960918,2673.67
05-04-2020,Reg1,8.846632656,0.66891551,11.30235841,13.78771297,1018.513046,1816.85
04-04-2020,Reg1,12.09258453,0.623688817,8.610348694,14.40661215,1017.013505,2471.57
03-04-2020,Reg1,14.17454291,0.569211364,26.37199076,9.820980078,1014.609925,2511.52
02-04-2020,Reg1,15.55883591,0.532071352,13.11954511,15.85353412,1018.421426,785.24
01-04-2020,Reg1,24.2119751,0.320684165,13.74063943,16.02561487,1018.85907,618.49
31-03-2020,Reg1,30.67989005,0.348953754,6.730315453,15.04068699,1016.097116,94.07
30-03-2020,Reg1,29.61506004,0.497509539,4.512722121,15.38764967,1009.946524,191.5
29-03-2020,Reg1,25.34940063,0.622299075,9.659221759,6.51794787,1012.474718,2110.22
28-03-2020,Reg1,25.39687047,0.367932945,22.93514797,7.911046323,1017.060407,439.76
27-03-2020,Reg1,25.49690961,0.418002009,23.05514265,14.8448217,1011.634419,1484.22
26-03-2020,Reg1,22.02873766,0.39602387,13.86578922,10.51140563,1023.28921,158.63
25-03-2020,Reg1,26.45635083,0.67437911,9.72297268,5.214621812,1012.303765,2275.96
24-03-2020,Reg1,26.03904891,0.486658514,15.08786837,8.624112064,1017.135,351.35
23-03-2020,Reg1,25.37253583,0.69119066,12.89154818,9.016645873,1010.374563,2614.75
22-03-2020,Reg1,24.25427189,0.464869648,16.606056,7.436304441,1020.50655,200.47
21-03-2020,Reg1,25.54978797,0.720411599,9.489917687,9.070169502,1011.762214,2368.32
20-03-2020,Reg1,26.57756781,0.430974007,15.03189292,9.272085297,1018.786472,351.19
19-03-2020,Reg1,26.29991596,0.603501141,7.775081463,5.1589486,1014.273818,987.03
18-03-2020,Reg1,24.26479826,0.692290008,12.83404181,7.834466988,1010.830481,2292.68
17-03-2020,Reg1,23.2084416,0.434228599,17.85966046,7.022221553,1021.538384,165.67
16-03-2020,Reg1,25.36338551,0.692108154,11.47261777,9.793931812,1010.51427,2578.45
15-03-2020,Reg1,24.99404276,0.424749315,15.7204042,10.22516577,1019.723256,276.25
14-03-2020,Reg1,25.41196281,0.638854802,7.98363495,4.627459675,1015.13975,1023.2
13-03-2020,Reg1,23.80611935,0.718353748,11.8166265,6.556015143,1011.100041,2184.28
12-03-2020,Reg1,22.09031011,0.500102162,16.52005001,9.658504313,1018.610279,378.09
11-03-2020,Reg1,22.51253857,0.75715524,11.53971409,6.931157011,1010.914181,2000.58
10-03-2020,Reg1,20.00141264,0.585798025,16.67588115,8.738960195,1017.147724,459.4
09-03-2020,Reg1,18.30398867,0.84666568,9.474406694,5.325704816,1010.897653,1419.53
08-03-2020,Reg1,14.19900265,0.721414745,13.33533554,13.56189172,1014.592087,545.59
07-03-2020,Reg1,13.15457415,0.826231539,7.896409642,12.06369262,1016.962363,744.42
06-03-2020,Reg1,12.15490387,0.931161225,4.25842919,3.323897067,1017.651417,495.58
05-03-2020,Reg1,-1.930515207,0.97337544,5.753552043,10.50254917,1020.299547,1632.02
04-03-2020,Reg1,1.315241663,0.986783028,8.244953593,14.00126914,1012.847249,3279.88
03-03-2020,Reg1,-2.406146317,0.985754251,5.059326661,12.05555204,1020.70532,908.81
02-03-2020,Reg1,0.343686471,0.994234025,3.261811767,10.02353499,1016.842302,3206.02
01-03-2020,Reg1,-2.151287499,0.978036702,4.411027689,12.48573616,1023.155989,1476.91
29-02-2020,Reg1,2.248826869,0.997608304,1.840886111,3.957712808,1020.794944,2477.01
28-02-2020,Reg1,2.003696021,0.998359025,0.818771161,1.196382559,1016.212624,2454.78
27-02-2020,Reg1,4.119805317,0.982628942,5.716603302,12.85619453,1015.270663,3218.15
26-02-2020,Reg1,-0.479780255,0.880499065,5.782009319,10.56673146,1022.914683,961.07
25-02-2020,Reg1,2.77697393,0.982195199,4.180561191,8.964254612,1017.333771,3230.25
24-02-2020,Reg1,1.418334592,0.871627808,10.38535352,13.4301425,1017.336453,2684.7
23-02-2020,Reg1,-0.344466187,0.959223151,6.473334597,10.27355152,1019.230665,2060.77
22-02-2020,Reg1,2.034634937,0.982949734,9.785202188,14.76470755,1012.754818,3118.11
21-02-2020,Reg1,-1.849961438,0.974998236,4.8279182,14.43774654,1022.470241,453.28
20-02-2020,Reg1,1.135638476,0.981114924,6.341570134,11.17938533,1014.523045,3179.84
19-02-2020,Reg1,-4.449041974,0.954319537,7.455522383,13.24638875,1020.389233,1457.69
18-02-2020,Reg1,-1.547779949,0.98775661,9.17134291,15.67219769,1015.036904,3090.65
17-02-2020,Reg1,-3.713235511,0.985494375,5.150808881,13.78318734,1021.512439,571.42
16-02-2020,Reg1,-2.262616457,0.992866039,3.479253484,9.920426071,1018.966095,3343.19
15-02-2020,Reg1,-4.298972225,0.974384189,5.77935422,12.82498913,1022.643066,1967.64
14-02-2020,Reg1,-2.628938525,0.990646124,2.694053257,8.935379201,1025.380508,3260.88
13-02-2020,Reg1,-2.224600479,0.975492358,1.815234743,3.272027127,1028.919706,2944.76
12-02-2020,Reg1,-0.546146788,0.964358807,3.011153243,0.369388857,1003.694458,3067.48
11-02-2020,Reg1,0.035443397,0.96606791,16.64826355,7.878845778,1015.312014,3509.08
10-02-2020,Reg1,6.858223194,0.972832024,3.747593558,13.44154008,1015.232618,3042.75
09-02-2020,Reg1,1.66212435,0.778397024,8.69386752,12.29988945,1021.49273,773.42
08-02-2020,Reg1,3.147197856,0.991393328,3.010696534,4.475991881,1017.747403,2915.28
07-02-2020,Reg1,5.970799853,0.945964813,13.05574472,15.04894657,1011.144136,3197.63
06-02-2020,Reg1,1.462605315,0.963351309,6.600756991,12.37156457,1020.129591,440.36
05-02-2020,Reg1,6.101216823,0.992372751,4.157633429,14.23406118,1012.441413,2650.87
04-02-2020,Reg1,1.865098211,0.956132591,5.702827806,13.14767784,1021.67965,246.52
03-02-2020,Reg1,7.050291723,0.986139774,3.866548751,10.76815784,1013.945382,2860.05
02-02-2020,Reg1,3.076546822,0.900995255,7.090459823,11.07367581,1020.109945,853.06
01-02-2020,Reg1,6.493100566,0.959747195,7.952807542,12.49332687,1012.739288,3070.81
31-01-2020,Reg1,1.453938813,0.902715743,8.505299827,12.30511178,1020.407383,825.64
30-01-2020,Reg1,6.015059538,0.951090217,12.38888717,14.73256362,1011.156173,3308.49
29-01-2020,Reg1,0.909075024,0.963866353,5.509837643,12.87916627,1021.141342,455.5
28-01-2020,Reg1,5.641822296,0.985760152,5.899549664,12.48875709,1013.050884,3021.3
27-01-2020,Reg1,1.073148046,0.957086444,5.658162579,11.30656765,1021.193234,600.72
26-01-2020,Reg1,5.58564916,0.980572999,5.929463653,14.28649563,1013.557259,2945.85
25-01-2020,Reg1,0.347424601,0.931805015,7.279420477,12.49699556,1021.826031,259.37
24-01-2020,Reg1,4.82883043,0.970862567,4.908862803,14.30863536,1016.613719,3268.66
23-01-2020,Reg1,0.83762927,0.840153515,6.994187864,11.62305232,1023.829326,870.43
22-01-2020,Reg1,4.811046716,0.992691576,1.314423763,2.357773475,1018.054571,2516.57
21-01-2020,Reg1,5.480041455,0.968506336,4.367727833,10.94460013,1017.033775,3365.4
20-01-2020,Reg1,3.073849923,0.783230543,9.848652442,10.71889787,1020.33965,1769.26
19-01-2020,Reg1,4.81197573,0.869495451,5.463903145,12.45095804,1018.333797,3290.06
18-01-2020,Reg1,5.782434502,0.820139289,12.54799806,11.82006726,1020.403454,2669.4
17-01-2020,Reg1,-0.445877693,0.989017844,4.326956055,2.377691655,1019.311183,2489.86
16-01-2020,Reg1,3.990115002,0.976821959,8.093137685,15.77850124,1014.71327,2992.15
15-01-2020,Reg1,-0.38509444,0.919763565,5.478951244,12.22199494,1023.329687,432.03
14-01-2020,Reg1,3.099137493,0.995311677,1.451195022,3.832934856,1016.313475,3238.43
13-01-2020,Reg1,3.103734731,0.89246881,12.6213237,12.51701354,1015.154282,3120.62
12-01-2020,Reg1,-0.609615901,0.950493932,7.740351569,6.365425918,1019.815749,2574.72
11-01-2020,Reg1,2.742534196,0.962076306,11.5116512,15.7813312,1014.304378,2920.69
10-01-2020,Reg1,-0.17897297,0.972264767,4.869899307,13.68241801,1021.274251,392.89
09-01-2020,Reg1,3.481916901,0.991860092,3.842779644,10.5980597,1013.619877,2866.17
08-01-2020,Reg1,-1.268227762,0.977330923,7.118708726,10.55009427,1020.63871,993.97
07-01-2020,Reg1,4.409464438,0.99612242,3.539419236,15.64188379,1010.548261,2062.51
06-01-2020,Reg1,-1.429782329,0.924766302,5.87208811,14.56438475,1026.479015,46.8
05-01-2020,Reg1,1.233823269,0.979246676,5.137522444,2.98380274,1007.346481,3193.96
04-01-2020,Reg1,-4.115259301,0.899780154,7.956126297,16.08647683,1029.243776,1421.93
03-01-2020,Reg1,-3.349345435,0.965014875,5.096049426,14.13594812,1025.849087,222.13
02-01-2020,Reg1,-1.859658134,0.991802394,1.845305488,2.937560819,1017.954094,3232.58
01-01-2020,Reg1,-1.620894249,0.822348773,13.63580084,15.69490169,1019.598518,2814.04
31-12-2019,Reg1,-2.80366669,0.94133085,5.241920025,12.53973001,1024.286554,1239.98
30-12-2019,Reg1,-2.137690786,0.991960824,4.414205625,2.227665952,1011.523215,3285.65
29-12-2019,Reg1,-1.626133518,0.977227092,8.709672519,15.94228402,1021.413334,3220.22
28-12-2019,Reg1,-1.836252507,0.882668734,5.905232366,11.0904579,1025.623374,1758.2
27-12-2019,Reg1,0.889267716,0.902528405,1.843009928,6.900118104,1025.19022,3166.58
26-12-2019,Reg1,1.046304148,0.897078872,5.649450848,1.998499648,1016.834194,3018.42
25-12-2019,Reg1,1.634485731,0.967900217,13.78033985,8.939956659,1016.170275,3472.27
24-12-2019,Reg1,23.10418602,0.797190964,2.243264443,3.515444247,1005.210214,2865.9
23-12-2019,Reg1,23.42347608,0.44061482,18.12122744,15.75724053,1012.248318,1659.77
22-12-2019,Reg1,19.45647343,0.405953407,5.61164768,12.37097152,1025.912392,36.54
21-12-2019,Reg1,25.70713162,0.659425795,1.744520311,3.887964393,1014.314981,1798.77
20-12-2019,Reg1,26.28801355,0.691892028,3.684308861,5.49175618,1007.455065,3211.47
19-12-2019,Reg1,25.91021954,0.46110183,20.15139961,13.86600862,1009.538693,2260.73
18-12-2019,Reg1,20.18663038,0.431164891,10.51992104,7.470050478,1023.743569,14.29
17-12-2019,Reg1,22.79740545,0.69972378,7.378466946,12.2211946,1012.027594,2942.42
16-12-2019,Reg1,22.4883511,0.452180803,10.12528607,7.946058118,1023.83731,160.24
15-12-2019,Reg1,25.34049314,0.734016478,2.453555804,2.963782839,1004.630743,3104.54
14-12-2019,Reg1,25.44614315,0.499982476,20.24333711,15.07026966,1010.241655,2977.78
13-12-2019,Reg1,20.89758527,0.38921082,11.01053729,5.753206757,1024.858167,52.85
12-12-2019,Reg1,24.9492919,0.641489983,7.697941821,5.917517343,1011.095488,2323.53
11-12-2019,Reg1,24.30646591,0.37688899,22.18370499,10.77238887,1015.907389,868.07
10-12-2019,Reg1,24.85508439,0.39819786,19.11551422,15.27106556,1016.644467,827.4
09-12-2019,Reg1,26.28322315,0.454581261,11.78874059,8.6949072,1019.128816,484.31
08-12-2019,Reg1,25.04452224,0.712364733,3.150110642,3.017600118,1013.457344,1688.62
07-12-2019,Reg1,25.53734103,0.637785554,14.00460699,8.779663104,1010.934326,2940.07
06-12-2019,Reg1,22.97138673,0.43885836,17.33064066,6.875120097,1019.311745,399.71
05-12-2019,Reg1,23.28104448,0.693450391,11.50719448,11.59087385,1010.463439,2826.24
04-12-2019,Reg1,20.57662114,0.446938962,13.45525601,8.098289782,1021.320841,341.66
03-12-2019,Reg1,19.97162165,0.791175246,4.495511789,5.279421151,1011.603172,1588.94
02-12-2019,Reg1,13.66708802,0.774775147,9.056870605,14.45636922,1016.24412,913.36
01-12-2019,Reg1,11.71344759,0.929484844,4.468954138,3.736276363,1017.892972,634.63
30-11-2019,Reg1,20.77538593,0.69935745,12.43353432,12.08569897,1008.756958,2673.36
29-11-2019,Reg1,14.2627569,0.38227427,11.23613365,7.102051651,1026.38253,179.52
28-11-2019,Reg1,22.66453993,0.708147645,7.793130999,9.095434767,1010.246332,2940.74
27-11-2019,Reg1,18.67372142,0.431572914,8.155710677,9.226497847,1022.112055,602.49
26-11-2019,Reg1,25.06292223,0.61876893,5.668126456,10.66138791,1013.235996,3154.41
25-11-2019,Reg1,23.53844935,0.475459218,8.784843078,6.964963984,1018.287582,803.81
24-11-2019,Reg1,23.40431816,0.623128414,5.078425677,6.777413923,1009.142586,2753.35
23-11-2019,Reg1,20.897313,0.412345558,28.52149348,12.94486575,1013.469755,2055.38
